algorithm,caseId,family,method,status,objectiveKind,objectivePrimary,objectiveSecondary,verification,totalSec,B,b,numAP,positiveTraceCount,negativeTraceCount,finalFormulaSize,binaryNodeCount,unaryNodeCount,unaryDepth,dagNodeCount,hasSharing,positiveTracePassed,negativeTracePassed,constraintAutomatonPassed,identityConstraintsPassed,vars,backendTotalClauses,peakRssKb,error
Oracle,tiny_01273,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21408129500014184,4,0,1,1,1,,,,,,,,,,,,,46764,
ATLAS-B,tiny_01273,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8651128740002605,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,13686,44078,112604,
MacroATLAS,tiny_01273,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,1.2155164380001224,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,12732,31501,141964,
Oracle,tiny_01274,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21403991400029554,3,1,2,2,1,,,,,,,,,,,,,46816,
ATLAS-B,tiny_01274,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151882910000495,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,16539,53821,128564,
MacroATLAS,tiny_01274,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151942710000185,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,5286,12159,135476,
Oracle,tiny_01275,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21409872499998528,3,1,2,2,1,,,,,,,,,,,,,46736,
ATLAS-B,tiny_01275,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9153345439999612,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,12742,40583,117508,
MacroATLAS,tiny_01275,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,1.0152981539999928,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,5286,12159,134088,
Oracle,tiny_01276,required,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2142019769999024,4,0,1,1,1,,,,,,,,,,,,,46432,
ATLAS-B,tiny_01276,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8649866709997696,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,13677,44056,112396,
MacroATLAS,tiny_01276,required,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9651746549998279,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,6925,14696,133608,
Oracle,tiny_01277,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2140768350000144,4,0,1,1,1,,,,,,,,,,,,,46212,
ATLAS-B,tiny_01277,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8651551650000329,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,10760,33841,114692,
MacroATLAS,tiny_01277,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9150976190003348,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,5819,11982,129988,
Oracle,tiny_01278,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,4,REFERENCE_EXHAUSTIVE,0.3142193779999616,4,1,2,2,1,,,,,,,,,,,,,76296,
ATLAS-B,tiny_01278,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.9654815730000337,4,1,2,2,1,4,1,1,1,4,False,True,True,True,True,17330,55221,128012,
MacroATLAS,tiny_01278,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.9651773249997859,4,1,2,2,1,4,1,1,1,4,False,True,True,True,True,6887,16121,131372,
Oracle,tiny_01279,repair,oracle,UNSAT,REPAIR,0,0,REFERENCE_EXHAUSTIVE,0.21414988600008655,2,0,1,2,1,,,,,,,,,,,,,45556,
ATLAS-B,tiny_01279,repair,atlas-b,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,1.0652578070003074,2,0,1,2,1,,,,,,,,,,,12164,39587,131316,
MacroATLAS,tiny_01279,repair,macro,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,0.9150460470000326,2,0,1,2,1,,0,,,,,,,,,1378,2362,120324,
Oracle,tiny_01280,plain,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.2140957349997734,2,0,1,2,1,,,,,,,,,,,,,44336,
ATLAS-B,tiny_01280,plain,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7150804479997532,2,0,1,2,1,,,,,,,,,,,8113,25610,96956,
MacroATLAS,tiny_01280,plain,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.6145917559997542,2,0,1,2,1,,0,,,,,,,,,1211,2265,85156,
Oracle,tiny_01281,nnf,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.21404286400002093,2,0,1,2,1,,,,,,,,,,,,,44884,
ATLAS-B,tiny_01281,nnf,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7149214539999775,2,0,1,2,1,,,,,,,,,,,4236,12349,99156,
MacroATLAS,tiny_01281,nnf,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7648774590002176,2,0,1,2,1,,0,,,,,,,,,2281,4807,106836,
Oracle,tiny_01282,cnf,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.16399219699997047,2,0,1,2,1,,,,,,,,,,,,,44944,
ATLAS-B,tiny_01282,cnf,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7150457669999923,2,0,1,2,1,,,,,,,,,,,4250,12367,100924,
MacroATLAS,tiny_01282,cnf,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.8150181480000356,2,0,1,2,1,,0,,,,,,,,,3022,6688,106976,
Oracle,tiny_01283,dnf,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.21398964199988768,2,0,1,2,1,,,,,,,,,,,,,44612,
ATLAS-B,tiny_01283,dnf,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7148584829997162,2,0,1,2,1,,,,,,,,,,,4252,12376,102228,
MacroATLAS,tiny_01283,dnf,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.9151069489998918,2,0,1,2,1,,0,,,,,,,,,3022,6688,119780,
Oracle,tiny_01284,required,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.16401368800006821,2,0,1,2,1,,,,,,,,,,,,,45040,
ATLAS-B,tiny_01284,required,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7649995110000418,2,0,1,2,1,,,,,,,,,,,8110,25599,102864,
MacroATLAS,tiny_01284,required,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.6659486040002776,2,0,1,2,1,,0,,,,,,,,,1398,2561,91864,
Oracle,tiny_01285,no_dag_reuse,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.16394908700021915,2,0,1,2,1,,,,,,,,,,,,,44176,
ATLAS-B,tiny_01285,no_dag_reuse,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.7191558889999214,2,0,1,2,1,,,,,,,,,,,4249,12367,99744,
MacroATLAS,tiny_01285,no_dag_reuse,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.6147862720004014,2,0,1,2,1,,0,,,,,,,,,1321,2432,86700,
Oracle,tiny_01286,global_prop,oracle,UNSAT,MIN_EXPANDED_SIZE,0,0,REFERENCE_EXHAUSTIVE,0.21405244400011725,2,0,1,2,1,,,,,,,,,,,,,44416,
ATLAS-B,tiny_01286,global_prop,atlas-b,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.8148631730000488,2,0,1,2,1,,,,,,,,,,,10901,35295,108108,
MacroATLAS,tiny_01286,global_prop,macro,UNSAT,MIN_EXPANDED_SIZE,0,0,NOT_APPLICABLE_UNSAT,0.819205158999921,2,0,1,2,1,,0,,,,,,,,,2402,5124,109608,
Oracle,tiny_01287,repair,oracle,SAT,REPAIR,1,2,REFERENCE_EXHAUSTIVE,0.21414528600007543,3,0,1,1,1,,,,,,,,,,,,,45756,
ATLAS-B,tiny_01287,repair,atlas-b,SAT,REPAIR,1,2,PASSED,0.8651120140002604,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,11569,37001,114560,
MacroATLAS,tiny_01287,repair,macro,SAT,REPAIR,1,2,PASSED,0.7149462060001497,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2316,4422,94868,
Oracle,tiny_01288,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.2140413649999573,2,0,1,1,1,,,,,,,,,,,,,44496,
ATLAS-B,tiny_01288,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7649924510001256,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,2938,8466,100380,
MacroATLAS,tiny_01288,plain,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.6148160809998444,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,320,523,86068,
Oracle,tiny_01289,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.1641290810002829,2,0,1,1,1,,,,,,,,,,,,,44644,
ATLAS-B,tiny_01289,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.6648758880000969,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,1887,5014,91128,
MacroATLAS,tiny_01289,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.664834067999891,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,667,1204,94740,
Oracle,tiny_01290,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.2140447939996193,2,0,1,1,1,,,,,,,,,,,,,44708,
ATLAS-B,tiny_01290,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7649199500001487,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,2960,8500,100980,
MacroATLAS,tiny_01290,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7149456849997478,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,888,1673,99256,
Oracle,tiny_01291,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.21421724799984077,2,0,1,1,1,,,,,,,,,,,,,45088,
ATLAS-B,tiny_01291,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7649679000001015,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,2959,8502,101168,
MacroATLAS,tiny_01291,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7650519329999952,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,888,1673,107148,
Oracle,tiny_01292,required,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.21418242700019618,2,0,1,1,1,,,,,,,,,,,,,44548,
ATLAS-B,tiny_01292,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7650345219999508,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,5527,17313,102084,
MacroATLAS,tiny_01292,required,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.5646453730000758,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,320,523,89772,
Oracle,tiny_01293,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,1,REFERENCE_EXHAUSTIVE,0.1639917070001502,2,0,1,1,1,,,,,,,,,,,,,44544,
ATLAS-B,tiny_01293,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.7149934359999861,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,1900,5028,96572,
MacroATLAS,tiny_01293,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,1,PASSED,0.6648149169996032,2,0,1,1,1,1,0,0,0,1,False,True,True,True,True,1321,2432,95416,
Oracle,tiny_01294,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.2141658269997606,3,0,1,1,1,,,,,,,,,,,,,45104,
ATLAS-B,tiny_01294,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7147539600000528,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,1483,3451,97940,
MacroATLAS,tiny_01294,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8150009959999807,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2405,5126,105412,
Oracle,tiny_01295,repair,oracle,SAT,REPAIR,0,3,REFERENCE_EXHAUSTIVE,0.21416190599984475,4,0,1,1,1,,,,,,,,,,,,,46592,
ATLAS-B,tiny_01295,repair,atlas-b,SAT,REPAIR,0,3,PASSED,1.2658149009998851,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,15515,49503,134760,
MacroATLAS,tiny_01295,repair,macro,SAT,REPAIR,0,3,PASSED,1.0152488919998177,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,3916,7936,126136,
Oracle,tiny_01296,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.1640401690001454,3,0,1,1,1,,,,,,,,,,,,,44800,
ATLAS-B,tiny_01296,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8157915950000643,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,7733,24240,102564,
MacroATLAS,tiny_01296,plain,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.6647392700001546,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,1214,2267,91340,
Oracle,tiny_01297,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.16400432799991904,3,0,1,1,1,,,,,,,,,,,,,44708,
ATLAS-B,tiny_01297,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8151576899999782,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,7740,24257,106644,
MacroATLAS,tiny_01297,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8153533849999803,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2284,4809,109220,
Oracle,tiny_01298,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.2140938250004183,3,0,1,1,1,,,,,,,,,,,,,44944,
ATLAS-B,tiny_01298,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.7649011179996705,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,5879,17811,107356,
MacroATLAS,tiny_01298,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8649587310001152,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3025,6690,117116,
Oracle,tiny_01299,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21414561600022353,3,0,1,1,1,,,,,,,,,,,,,45840,
ATLAS-B,tiny_01299,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.8150651880000623,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,10104,32439,110260,
MacroATLAS,tiny_01299,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.9153979559996515,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,3025,6690,120892,
Oracle,tiny_01300,required,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21402135299967995,3,0,1,1,1,,,,,,,,,,,,,45008,
ATLAS-B,tiny_01300,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.814998075999938,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,5846,17760,100264,
MacroATLAS,tiny_01300,required,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.6649450950003484,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,1214,2267,90012,
Oracle,tiny_01301,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,2,REFERENCE_EXHAUSTIVE,0.21403877000011562,3,0,1,1,1,,,,,,,,,,,,,45564,
ATLAS-B,tiny_01301,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.764807534999818,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,7765,24287,105460,
MacroATLAS,tiny_01301,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,2,PASSED,0.6646614880000925,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,1420,2690,94140,
Oracle,tiny_01302,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21408414500001527,4,0,1,1,1,,,,,,,,,,,,,46348,
ATLAS-B,tiny_01302,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151897050001025,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,13739,44078,115736,
MacroATLAS,tiny_01302,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8147881560003043,4,0,1,1,1,3,0,2,2,3,False,True,True,True,True,2920,6505,113616,
Oracle,tiny_01303,repair,oracle,UNSAT,REPAIR,0,0,REFERENCE_EXHAUSTIVE,0.21415814200008754,2,0,1,2,1,,,,,,,,,,,,,45476,
ATLAS-B,tiny_01303,repair,atlas-b,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,0.9154609950001031,2,0,1,2,1,,,,,,,,,,,6759,20719,132548,
MacroATLAS,tiny_01303,repair,macro,UNSAT,REPAIR,0,0,NOT_APPLICABLE_UNSAT,0.9157719220002036,2,0,1,2,1,,0,,,,,,,,,1191,2066,116680,
Oracle,tiny_01304,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21404978000009578,3,1,2,1,2,,,,,,,,,,,,,46632,
ATLAS-B,tiny_01304,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8149031180000748,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,12706,40522,107664,
MacroATLAS,tiny_01304,plain,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7648908169999231,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,2616,5312,100524,
Oracle,tiny_01305,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21404213400001026,3,1,2,1,2,,,,,,,,,,,,,46820,
ATLAS-B,tiny_01305,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8154027089999545,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,9630,29926,108412,
MacroATLAS,tiny_01305,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8650223130002814,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,4466,10083,120312,
Oracle,tiny_01306,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21412576600005195,3,1,2,1,2,,,,,,,,,,,,,46672,
ATLAS-B,tiny_01306,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9152501100002155,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,16539,53822,126316,
MacroATLAS,tiny_01306,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9653664740003478,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,5286,12159,129836,
Oracle,tiny_01307,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21410691099981705,3,1,2,1,2,,,,,,,,,,,,,46828,
ATLAS-B,tiny_01307,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8149589200002083,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,7153,21496,106508,
MacroATLAS,tiny_01307,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9654473250002411,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,5286,12159,127784,
Oracle,tiny_01308,required,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21406793100004506,3,1,2,1,2,,,,,,,,,,,,,46968,
ATLAS-B,tiny_01308,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8650204030000168,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,12708,40537,115512,
MacroATLAS,tiny_01308,required,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7649143469998307,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,3248,6867,104708,
Oracle,tiny_01309,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2141191919999983,3,1,2,1,2,,,,,,,,,,,,,46844,
ATLAS-B,tiny_01309,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8162502589998439,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,9674,29997,109256,
MacroATLAS,tiny_01309,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7648177350001788,3,1,2,1,2,3,1,0,0,3,False,True,True,True,True,2914,5792,97136,
Oracle,tiny_01310,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,4,REFERENCE_EXHAUSTIVE,0.3142755179997039,4,1,2,1,2,,,,,,,,,,,,,74132,
ATLAS-B,tiny_01310,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.9151351370001066,4,1,2,1,2,4,1,1,1,4,False,True,True,True,True,13325,41463,119864,
MacroATLAS,tiny_01310,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.9150921260002178,4,1,2,1,2,4,1,1,1,4,False,True,True,True,True,6887,16121,124968,
Oracle,tiny_01311,repair,oracle,SAT,REPAIR,1,2,REFERENCE_EXHAUSTIVE,0.21407161099978111,3,0,1,1,1,,,,,,,,,,,,,45676,
ATLAS-B,tiny_01311,repair,atlas-b,SAT,REPAIR,1,2,PASSED,0.8650723339997057,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,11569,36997,117292,
MacroATLAS,tiny_01311,repair,macro,SAT,REPAIR,1,2,PASSED,0.7649820589999763,3,0,1,1,1,2,0,1,1,2,False,True,True,True,True,2316,4422,99384,
Oracle,tiny_01312,plain,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21425053400025718,3,1,2,2,1,,,,,,,,,,,,,47328,
ATLAS-B,tiny_01312,plain,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.814949400000387,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,9624,29915,104680,
MacroATLAS,tiny_01312,plain,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7649399179999818,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,2616,5312,100788,
Oracle,tiny_01313,nnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21412411200026327,3,1,2,2,1,,,,,,,,,,,,,46780,
ATLAS-B,tiny_01313,nnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9152387399999498,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,12715,40551,116684,
MacroATLAS,tiny_01313,nnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151383270000224,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,4466,10083,120908,
Oracle,tiny_01314,cnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21411178100015604,3,1,2,2,1,,,,,,,,,,,,,47080,
ATLAS-B,tiny_01314,cnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151722479996351,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,16539,53825,125292,
MacroATLAS,tiny_01314,cnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9651764990003358,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,5286,12159,132220,
Oracle,tiny_01315,dnf,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.21401590899995426,3,1,2,2,1,,,,,,,,,,,,,47092,
ATLAS-B,tiny_01315,dnf,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7148768350002683,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,3483,9509,97600,
MacroATLAS,tiny_01315,dnf,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.915219388999958,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,5286,12159,133256,
Oracle,tiny_01316,required,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2140100380001968,3,1,2,2,1,,,,,,,,,,,,,47688,
ATLAS-B,tiny_01316,required,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.8650423930002944,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,9623,29928,111052,
MacroATLAS,tiny_01316,required,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7647242829998504,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,3248,6867,102080,
Oracle,tiny_01317,no_dag_reuse,oracle,SAT,MIN_EXPANDED_SIZE,0,3,REFERENCE_EXHAUSTIVE,0.2142235440001059,3,1,2,2,1,,,,,,,,,,,,,47152,
ATLAS-B,tiny_01317,no_dag_reuse,atlas-b,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.9151695579998886,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,16556,53846,128580,
MacroATLAS,tiny_01317,no_dag_reuse,macro,SAT,MIN_EXPANDED_SIZE,0,3,PASSED,0.7648453459996745,3,1,2,2,1,3,1,0,0,3,False,True,True,True,True,2914,5792,101672,
Oracle,tiny_01318,global_prop,oracle,SAT,MIN_EXPANDED_SIZE,0,4,REFERENCE_EXHAUSTIVE,0.3142416169998796,4,1,2,2,1,,,,,,,,,,,,,73736,
ATLAS-B,tiny_01318,global_prop,atlas-b,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,1.0154121059999852,4,1,2,2,1,4,1,1,1,4,False,True,True,True,True,22170,72022,132036,
MacroATLAS,tiny_01318,global_prop,macro,SAT,MIN_EXPANDED_SIZE,0,4,PASSED,0.9652688820001458,4,1,2,2,1,4,1,1,1,4,False,True,True,True,True,6887,16121,125648,
