batch,task,family,method,inputSha256,sourceCommit,B,b,p,K,numAP,positiveTraces,negativeTraces,minTraceLength,maxTraceLength,meanTraceLength,constraintFeatures,objectiveKind,e4Status,e4WallSec,e4Verification,metricStatus,metricSource,rq2Attempts,primaryVars,vars,backendTotalClauses,hardClauses,softClauses,modelBytes,modelCount,modelSha256,qStates,fiberCatalogSize,unquotientedFiberCount,encodedFiberCount,costScope,selectedFiberCount,meanRepresentativeLength,maxRepresentativeLength,activeAnchors,activeMacroEdges,error,translationWallSec
b2,increasingNumVariables/0028.trace,increasingNumVariables,atlas-b,1b1c0b48abca612269a0a5beb3e2df127dfb1f148f79e2f87cef4d6657e029bb,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,37,2,0,8,6,35,35,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.06964792899998,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,7126,634533,2112367,,,28121,1,1e9b7b576bf8aca5c5a26c0349ff4d94ba94ded1df99680677f6751fcd3aa5fa,,,,,,,,,,,,3.8696416400007365
b2,increasingNumVariables/0028.trace,increasingNumVariables,macro,1b1c0b48abca612269a0a5beb3e2df127dfb1f148f79e2f87cef4d6657e029bb,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,37,2,0,8,6,35,35,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.10121412800072,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,13232,694644,1496498,,,59631,1,d1f116b6a075d5b016ec9a31978d58f6726a4a3ed6fced207b346fa7dc77da5f,1,96,364,36,8,,,,,,,6.472973126999932
b2,increasingNumVariables/0029.trace,increasingNumVariables,atlas-b,8a7057275ae0b67e48e560de6a18e860f8fc1cb61de272ff2366964b469ba2c9,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,37,2,0,8,6,40,40,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.06754941200052,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,8076,723023,2406742,,,31781,1,a714ff47e73088de3406f796c08162d6dbe1594d482e0ee9a17868aae6232e4e,,,,,,,,,,,,3.970526553000127
b2,increasingNumVariables/0029.trace,increasingNumVariables,macro,8a7057275ae0b67e48e560de6a18e860f8fc1cb61de272ff2366964b469ba2c9,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,37,2,0,8,6,40,40,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.09947358499994,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,14948,794356,1703790,,,54831,1,354dd39b28331499767271147b0ba3b1c55247b03e071bda4fc58bdc73e96c07,1,96,364,36,8,,,,,,,6.473352347999935
b2,increasingNumVariables/0030.trace,increasingNumVariables,atlas-b,8b5c385f728795afd3076a4ed38bf4d5c720f5e5896238927136d77c436417a8,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,37,2,0,8,6,45,45,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.12651161199938,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,9026,811513,2701117,,,35441,1,6d044ebbcba4b3295c166313ff071c7f62fd621c4e8e1cfceb98096e12a0511f,,,,,,,,,,,,5.120976424999753
b2,increasingNumVariables/0030.trace,increasingNumVariables,macro,8b5c385f728795afd3076a4ed38bf4d5c720f5e5896238927136d77c436417a8,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,37,2,0,8,6,45,45,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.11659280000003,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,16532,876666,1874928,,,61801,1,362815b93fe562e9dba9ce1d429e82d7c97340d8f3c3f02d466c3feec86dc3f5,1,96,364,36,8,,,,,,,6.8780782229996476
b2,increasingNumVariables/0031.trace,increasingNumVariables,atlas-b,b9d9c6a6bf77197e2bd0a86c6f3ffb489ac0728893e34ce2b3455f63bc22a619,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,37,2,0,8,6,50,50,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.09743184299987,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,9976,900003,2995492,,,39101,1,3bebb0a8ba3c3468cced27a2c5945ebe131be87c2bc89d9bcbd4548bf3caea0a,,,,,,,,,,,,5.171532071999536
b2,increasingNumVariables/0031.trace,increasingNumVariables,macro,b9d9c6a6bf77197e2bd0a86c6f3ffb489ac0728893e34ce2b3455f63bc22a619,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,37,2,0,8,6,50,50,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.1390929320005,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,18248,972344,2070590,,,61190,1,15e49ff4c1a7b5c1d58edcb91d4b94374f1ee41f58d10f181eab431fded6a039,1,96,364,36,8,,,,,,,7.6248964289998185
b2,increasingNumVariables/0032.trace,increasingNumVariables,atlas-b,b7cf7580413326dac839559fdca50aaec97939547f69aa0a041b6d9bb0412465,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,70,2,0,8,7,15,15,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.08384242600005,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,3536,298111,997538,,,14835,1,35bb399f289df72424b115e0ea62c7ea4334f7951d792b34127450528c587ef5,,,,,,,,,,,,1.7165171500000724
b2,increasingNumVariables/0032.trace,increasingNumVariables,macro,b7cf7580413326dac839559fdca50aaec97939547f69aa0a041b6d9bb0412465,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,70,2,0,8,7,15,15,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.07834592499967,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,6706,308688,666822,,,40318,1,6303e4df875b5e982f641702d8eff7f0ec7e505441c8edf21134fcc1d0a5faa5,1,149,694,36,8,,,,,,,3.469288811000297
b2,increasingNumVariables/0033.trace,increasingNumVariables,atlas-b,80d7b99994d4daf5e9963e4a57213517ce3e29bfda521ef5a4a9bc44fcaf6fab,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,70,2,0,8,7,20,20,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.06309196000075,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,4536,391471,1309183,,,18945,1,7d7d2b307c6e33aa275e875812975f058142dc8caf3e85258354fa192e93bae9,,,,,,,,,,,,2.6683613129998776
b2,increasingNumVariables/0033.trace,increasingNumVariables,macro,80d7b99994d4daf5e9963e4a57213517ce3e29bfda521ef5a4a9bc44fcaf6fab,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,70,2,0,8,7,20,20,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.1055086209999,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,8323,396407,842557,,,47779,1,dcb7bf5362e986864490ad0165ca2971234b61a2cb643154f04b32d71ed05d06,1,149,694,36,8,,,,,,,3.819335511000645
b2,increasingNumVariables/0034.trace,increasingNumVariables,atlas-b,7a65cd0145bf776eaf9661ae0e685ed7839a92690fa84acf04626812be97bbd3,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,70,2,0,8,7,25,25,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.09026162100054,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,5536,484831,1620828,,,23055,1,7af35e4055dde0561526a5d166ade0207de2f5bc528b5720dd80f80ed9b54e72,,,,,,,,,,,,2.617803615000412
b2,increasingNumVariables/0034.trace,increasingNumVariables,macro,7a65cd0145bf776eaf9661ae0e685ed7839a92690fa84acf04626812be97bbd3,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,70,2,0,8,7,25,25,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.0778236699989,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,9973,502935,1083353,,,51302,1,828ebff059ce972279292745d3971e989aa26167e2f34406a6426f553d046029,1,149,694,36,8,,,,,,,4.92053017499984
b2,increasingNumVariables/0035.trace,increasingNumVariables,atlas-b,15ebecdc452d631fb7707f95523a5ecc78bd0f2bff49d35ee200f63e7c5c6b2f,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,70,2,0,8,7,30,30,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.08162873699985,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,6536,578191,1932473,,,27165,1,a44a69e84358c6ec92ee0ddc693db07d4a1ce6aaed2b660478101310cfab61d1,,,,,,,,,,,,2.9686545059994387
b2,increasingNumVariables/0035.trace,increasingNumVariables,macro,15ebecdc452d631fb7707f95523a5ecc78bd0f2bff49d35ee200f63e7c5c6b2f,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,70,2,0,8,7,30,30,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.0920025059986,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,11656,594284,1275666,,,50866,1,dae5bd01f7b8e675734da52edda3e26fdd71597eb7a51688c0346893bb1744e6,1,149,694,36,8,,,,,,,5.471766329000275
b2,increasingNumVariables/0036.trace,increasingNumVariables,atlas-b,e1bd7a45a448d9c2b57fbfba8920bbc7876d3d9118b370924aae2a1290865042,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,70,2,0,8,7,35,35,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.09813135600052,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,7536,671551,2244118,,,31275,1,7625c406345e0f399eb978ee1e8a96c8916c2ac5d8b6fbc9d047151972d261bf,,,,,,,,,,,,4.0198657820001245
b2,increasingNumVariables/0036.trace,increasingNumVariables,macro,e1bd7a45a448d9c2b57fbfba8920bbc7876d3d9118b370924aae2a1290865042,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,70,2,0,8,7,35,35,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.1066988849998,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,13273,690315,1481405,,,58896,1,6b1cff887624cb7198757b70b21dc69f2b5b89792d19a19688802b6cdb604a5c,1,149,694,36,8,,,,,,,5.92195245899984
b2,increasingNumVariables/0037.trace,increasingNumVariables,atlas-b,f7f3d0810bad48df9101e5126be866be791a9f80c7449afd5126b996deaeda0b,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,70,2,0,8,7,40,40,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.08871018399986,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,8536,764911,2555763,,,35385,1,b4b3dd67b877c081f107a2a2be1866ca5760f305efd534710af79a0a7b359eb5,,,,,,,,,,,,3.8199176219995934
b2,increasingNumVariables/0037.trace,increasingNumVariables,macro,f7f3d0810bad48df9101e5126be866be791a9f80c7449afd5126b996deaeda0b,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,70,2,0,8,7,40,40,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.11480010100058,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,14956,781876,1660266,,,58184,1,668efe333e7a6715ebfc57f347659231637f8a343cf94347a8e5ba81b7b0369b,1,149,694,36,8,,,,,,,7.224330659999396
b2,increasingNumVariables/0038.trace,increasingNumVariables,atlas-b,f16cbe0b14ef8b33915104913a6a856768a9bfac70fb44cecf9831cf7984ace7,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,70,2,0,8,7,45,45,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.12965679300032,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,9536,858271,2867408,,,39495,1,90601a26be9781e51940e91ab99b09b126bdeedbf428cf81de3244d7f22d8ab4,,,,,,,,,,,,5.071102390000306
b2,increasingNumVariables/0038.trace,increasingNumVariables,macro,f16cbe0b14ef8b33915104913a6a856768a9bfac70fb44cecf9831cf7984ace7,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,70,2,0,8,7,45,45,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.16239775099893,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,16573,890727,1913273,,,65983,1,11c71dd7ecc0fbda1855f4900530e5a381dc3700a6a90db37b05bedc1b2745b3,1,149,694,36,8,,,,,,,7.675755641000251
b2,increasingNumVariables/0039.trace,increasingNumVariables,atlas-b,6870050c02c17f3d644ae520f295e016a6d1711d908c6205f2f7b3a43dc05e8a,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,70,2,0,8,7,50,50,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.13646043900007,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,10536,951631,3179053,,,43605,1,491835d8f667d4403e9b5e8985082814123cbd5599b37035519111536882c497,,,,,,,,,,,,4.920805920000021
b2,increasingNumVariables/0039.trace,increasingNumVariables,macro,6870050c02c17f3d644ae520f295e016a6d1711d908c6205f2f7b3a43dc05e8a,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,70,2,0,8,7,50,50,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.1291377180005,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,18256,973384,2075810,,,65849,1,2f5fa818dc0fabdf64a7522dfa80b6f843eac6169b1fea5e28374b22a61c0743,1,149,694,36,8,,,,,,,7.575501964999603
b2,increasingNumVariables/0040.trace,increasingNumVariables,atlas-b,921304a33cc412881d129ebc4b89f7d14cb98cbacb837b96b0d52f7480b96388,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,135,2,0,8,8,15,15,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.0617280360002,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,3750,316029,1061690,,,16189,1,1cbe74b7350be28a5c849101fc02e14535922cbcb93ec9159ca29ffb9263f638,,,,,,,,,,,,1.86684958800015
b2,increasingNumVariables/0040.trace,increasingNumVariables,macro,921304a33cc412881d129ebc4b89f7d14cb98cbacb837b96b0d52f7480b96388,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,135,2,0,8,8,15,15,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.08824175500013,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,6714,311190,677776,,,41616,1,1fb55cb989d71e53a4f03cca2e050f02392ae0bb148127fabb822ec3f3411711,1,149,1344,36,8,,,,,,,3.87052094199953
b2,increasingNumVariables/0041.trace,increasingNumVariables,atlas-b,bcdfd5e3a50997933d37a3c35bdcfe4532a2a6f2c2944afca3bc396dbc775e81,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,135,2,0,8,8,20,20,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.06349364999915,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,4800,414259,1390605,,,20749,1,0052c71d0d8ab8c2ac545dc15d304a3a5ac217a967af9b2b1d9d0f04dbb417ef,,,,,,,,,,,,2.3175683459994616
b2,increasingNumVariables/0041.trace,increasingNumVariables,macro,bcdfd5e3a50997933d37a3c35bdcfe4532a2a6f2c2944afca3bc396dbc775e81,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,135,2,0,8,8,20,20,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.12834448799913,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,8364,401332,860306,,,45551,1,892906298add573f40bccfa3f60a65782d986f8581cc4e7bb4d349d94cdd4f67,1,149,1344,36,8,,,,,,,4.570480998999301
b2,increasingNumVariables/0042.trace,increasingNumVariables,atlas-b,6fb57c460326b18a306bcbac89f5dd24e4638385447c38cf39c934ad658135f3,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,135,2,0,8,8,25,25,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.07250636400022,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,5850,512489,1719520,,,25309,1,0d718722b9940c8afc06f232f8d3d51262c8560a8e3127652e8d6f1a246e05d1,,,,,,,,,,,,2.6675634120001632
b2,increasingNumVariables/0042.trace,increasingNumVariables,macro,6fb57c460326b18a306bcbac89f5dd24e4638385447c38cf39c934ad658135f3,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,135,2,0,8,8,25,25,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.12501376100045,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,10014,499770,1072104,,,49772,1,9c856b6fa5e05401a75d6b55501ec63d67d550d337a190faf3608e3660351d3b,1,149,1344,36,8,,,,,,,4.720734966999771
b2,increasingNumVariables/0043.trace,increasingNumVariables,atlas-b,e3c1b84a1d5289ce903b49dc1172b72bd22a43e0a7b8320078e4b49fa2c56a74,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,135,2,0,8,8,30,30,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.06198021099954,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,6900,610719,2048435,,,29869,1,587202ada05d277383cb46bccfc74ce0be7b0910b3eb4e2086367d34c9cc5f6d,,,,,,,,,,,,3.9198308120003276
b2,increasingNumVariables/0043.trace,increasingNumVariables,macro,e3c1b84a1d5289ce903b49dc1172b72bd22a43e0a7b8320078e4b49fa2c56a74,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,135,2,0,8,8,30,30,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.11021763200006,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,11631,594327,1269769,,,57975,1,32310acfc7c2111ad0e1d9f70120c08aa7792e302adf7aeacb2f91bfaa4ee60f,1,149,1344,36,8,,,,,,,5.8717560770001
b2,increasingNumVariables/0044.trace,increasingNumVariables,atlas-b,c9802ea70fc2803345a2dcdd124d7ba6278f5d6c9e712933544a8ee2676a66a4,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,135,2,0,8,8,35,35,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.0838283030007,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,7950,708949,2377350,,,34429,1,82612bbd83558802a58c061ec744f08a3cf7f0f054bb47b208328836bb42e88b,,,,,,,,,,,,3.7195026809995397
b2,increasingNumVariables/0044.trace,increasingNumVariables,macro,c9802ea70fc2803345a2dcdd124d7ba6278f5d6c9e712933544a8ee2676a66a4,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,135,2,0,8,8,35,35,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.08854163900014,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,13314,688774,1466292,,,57730,1,f43e058f2c6e49fa14fd3e543dd7fb7ff0d672d5e1bbc8868dfed7105f498566,1,149,1344,36,8,,,,,,,7.0248246009996365
b2,increasingNumVariables/0045.trace,increasingNumVariables,atlas-b,6032579f6defb002bb46a059d3c5de3598e3390aa67e72422d157126b8156c03,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,135,2,0,8,8,40,40,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.10063313300088,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,9000,807179,2706265,,,38989,1,5c9fdf20c7865f7ff5e19b654adeca68cc4bde929590349b23a1b4ac5716a425,,,,,,,,,,,,4.870940290999897
b2,increasingNumVariables/0045.trace,increasingNumVariables,macro,6032579f6defb002bb46a059d3c5de3598e3390aa67e72422d157126b8156c03,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,135,2,0,8,8,40,40,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.1174968739997,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,14964,784948,1674498,,,61971,1,830169df830b31dbe41420feb1d28af3f7c0812e2ae9fd1aeab22702b4ce7586,1,149,1344,36,8,,,,,,,7.025229909999325
b2,increasingNumVariables/0046.trace,increasingNumVariables,atlas-b,8fef935035582b3dde4e6bb202410be827fe5d53228fb24cd3d34a3e55070a04,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,135,2,0,8,8,45,45,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.13339377500006,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,10050,905409,3035180,,,43549,1,41847ff26209ec4894ee0cf3fc887a9a6f86ec202c7842316d22868b7f9dd4c7,,,,,,,,,,,,5.072273763999874
b2,increasingNumVariables/0046.trace,increasingNumVariables,macro,8fef935035582b3dde4e6bb202410be827fe5d53228fb24cd3d34a3e55070a04,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,135,2,0,8,8,45,45,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.18162949699945,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,16614,887858,1897176,,,65635,1,60ca00cd6c52fb4581f379f1fd994973768ebe66522b25b2f4a45f1dc61ab996,1,149,1344,36,8,,,,,,,6.574552855000547
b2,increasingNumVariables/0047.trace,increasingNumVariables,atlas-b,d83e3e0d444e396bd86ddd61765b6e891130500f803ad83b5af12213228a973a,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,135,2,0,8,8,50,50,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.13097544100128,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,11100,1003639,3364095,,,48109,1,d37add4d0404e1f4585598914c43cace6fc3f356d2853d719fc7ae1f6ed29de1,,,,,,,,,,,,4.971239269999387
b2,increasingNumVariables/0047.trace,increasingNumVariables,macro,d83e3e0d444e396bd86ddd61765b6e891130500f803ad83b5af12213228a973a,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,135,2,0,8,8,50,50,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.1240822929999,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,18231,974135,2074221,,,73840,1,b8823d4f62fdb36f1f50eef6b1fe468eda9c1f476570d2faa34cf02d64ed3e6d,1,149,1344,36,8,,,,,,,7.675286081000195
b2,increasingNumVariables/0048.trace,increasingNumVariables,atlas-b,d4aed58d55a4dd87c058e28a7fc96aad2ca4e792a98ea7b77176a065bc08327a,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,264,2,0,8,9,15,15,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.08007356500002,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,3968,339679,1147732,,,17543,1,d0a00a1ff57a2b07f27fef4f41f53d5958e303895741163cffae240e3ed2e563,,,,,,,,,,,,2.016760322000664
b2,increasingNumVariables/0048.trace,increasingNumVariables,macro,d4aed58d55a4dd87c058e28a7fc96aad2ca4e792a98ea7b77176a065bc08327a,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,264,2,0,8,9,15,15,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.0970106649993,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,6722,309808,668802,,,43131,1,0d5e7ea403d327c1a8f7d0e1a180f08ad8f7d260130cb0f1aca5ea0b81893155,1,149,2634,36,8,,,,,,,3.4686822759995266
b2,increasingNumVariables/0049.trace,increasingNumVariables,atlas-b,888c878df35bb95348487ec57bff7a3354f32ccc2a9f41ac35851a4eadfe2afc,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,264,2,0,8,9,20,20,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.0755749079999,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,5068,442779,1493917,,,22553,1,2ba74376e5f536bd75b7d2fe62b8d2a2da7ae28949c66271162197daecb56160,,,,,,,,,,,,2.4174500749995786
b2,increasingNumVariables/0049.trace,increasingNumVariables,macro,888c878df35bb95348487ec57bff7a3354f32ccc2a9f41ac35851a4eadfe2afc,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,264,2,0,8,9,20,20,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.08706743900075,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,8372,407932,879946,,,47464,1,fe4b07d0e6b5ce53777c511bb64e1e0c8f44ac9b693facd024c02c9a564a162b,1,149,2634,36,8,,,,,,,4.120638127000348
b2,increasingNumVariables/0050.trace,increasingNumVariables,atlas-b,10fc0669200495687049d1e77843d7dc13d096e88b0771a03def8e260f50dbbb,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,264,2,0,8,9,25,25,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.10284622899962,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,6168,545879,1840102,,,27563,1,e679c5ed079860ef779988d3b648ea326204bc7490104fad0667466356cbdd52,,,,,,,,,,,,2.7181962109998494
b2,increasingNumVariables/0050.trace,increasingNumVariables,macro,10fc0669200495687049d1e77843d7dc13d096e88b0771a03def8e260f50dbbb,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,264,2,0,8,9,25,25,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.09645048200036,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,10022,497504,1055766,,,51784,1,ac7bbc58d209429f65722cb22f70a1c4cb0736ff34409b5f519cef9ed2895472,1,149,2634,36,8,,,,,,,5.221438139000384
b2,increasingNumVariables/0051.trace,increasingNumVariables,atlas-b,6672bdeac2b4622012f73f35569222cb61266182f5219bbd6e46b4af8cb2da19,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,264,2,0,8,9,30,30,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.0898221490006,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,7268,648979,2186287,,,32573,1,eb4185c3cf8cedf8f06776510a4454ce3708ed26ee1d481e60e8dce195154c92,,,,,,,,,,,,3.9703681199998755
b2,increasingNumVariables/0051.trace,increasingNumVariables,macro,6672bdeac2b4622012f73f35569222cb61266182f5219bbd6e46b4af8cb2da19,0ef52dddff9ea1c4f1d65b34f23e7b528a2f8e9e,264,2,0,8,9,30,30,5,5,5.0,,MIN_EXPANDED_SIZE,TIMEOUT,180.1426112500003,IN_PROGRESS,TRANSLATED_ONLY,TRANSLATE_ONLY,1,11672,592708,1260098,,,56381,1,00f25395aee1efc452f0dc8307ab91a29d84e6c334db515c344d3e608aca4541,1,149,2634,36,8,,,,,,,5.272555806999662
