batch,task,family,category,B,b,p,K,qStates,objectiveKind,constraintFeatures,scope,inputSha256,numAP,positiveTraces,negativeTraces,e4AtlasStatus,e4MacroStatus,activeAnchors,e4MacroExpandedSize,B_over_K,activeAnchors_over_expandedSize,atlasStatus,macroStatus,pairedTranslated,atlasVars,macroVars,atlasClauses,macroClauses,C_V,C_C,atlasWallSec,macroWallSec,atlasModelSha256,macroModelSha256
b2,peterson/extra_traces/liveness1.trace,peterson,required,18,2,0,8,6,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x6),7,7eed97d678e572df7daa99fbc1517f81e508f56beed6884b75714a9e28105de0,15,12,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3315347,299430,12598000,983834,11.072193834953078,12.805005722510097,19.305013002000123,4.034248206000484,44f4fcbb7b79210199e4ccb2c9c5e81dee57fb7f560cf3275de1acb1d7d51f73,942dc65b15056d8d52447e53f9969372cef2e628d9863b6c2596d95c45eeef4a
b2,peterson/extra_traces/safety4.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),5,46ba74a4558a1e88f34b6db010bd7ef7d90143c2746a2ba88f6cf604915d9590,15,12,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3147599,195905,12009990,638339,16.06696613154335,18.814438722998283,20.55750503099989,3.032500970000001,f21dcec5663d8f0e68c1ed5d36adc8be1429bd87003058e5aa2ca5504cbb4098,266a47202393612f7f4aba433d57c21ed9d6a3c2255fee95427746af24272788
b2,peterson/base/liveness2.trace,peterson,required,18,2,0,8,6,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x6),9,b9921457015aeeaa65008dbf2e68f3d42fc57f078bdbf3369e1e9961cf5a0f12,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2648152,286219,9998296,953892,9.252188009880546,10.481580724023265,13.798791961999996,4.284897051999906,7015425575ed7258f0794b2b48756e0177fca3ccd2d45c3cede5f2a52a365700,6b67b13d45a2a362644e7bb79a6ec88333ddd0d0593096997790ac19b3f7980f
b2,peterson/base/liveness5.trace,peterson,required,18,2,0,8,6,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x6),5,54276540f9728e2aa48738953ca9c762b12501349f13a14bee8f1f24746128f2,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2376919,164069,9053380,537624,14.487313264541138,16.839612814904097,14.648764900999595,3.2840916140003173,360b750a64d9021ebd6eb9ef6d4314d14192c6367e8d1b00891a0618371866d6,57b9b2da04184ae0f8ed26dd6849e1fdbc59ae9885e15fb1f114c8e4b8f6238c
b2,peterson/extra_traces/liveness2.trace,peterson,required,18,2,0,8,6,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x6),11,e98338bab14ea5dea040b72c58025b914786076f578dbd0079e0cae84d36cfa1,15,12,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3686476,358720,13904260,1187163,10.276750669045494,11.712174318101221,24.216021643000204,4.534979768000085,76e2fdcb5b6da5ba92bc9fdcf3f34b9a4092308a43b231b71286fb6884aa3b7f,11c042eed780a9ffe3e37aa6e4da353b8e8b850b0f98b0161aedfdd0dd56a37f
b2,peterson/extra_traces/safety3.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),5,822bbdfec285344d5833e1b0df76f8bed0ca87ac6161f1a8b473902a809aa208,15,12,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3147599,193429,12010035,628567,16.272632335378873,19.107008481196118,19.907482925000295,3.233618880999529,a5945251dafc80591f22d86aedf23dab3bad08fdaa2cf7a43bd29c3aff1c3201,0548df203d5c9713df72b70c978553e825eda440131e34b1ef5f59867a09eff0
b2,peterson/constrained/safety1.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),15,a7514721bec1a23c88ece9f6ccc4b2d10a6d40c27cd2e4e1539495b430dd5cac,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3132532,280443,11689060,936833,11.169941842014241,12.477207784098127,17.259188587000608,3.9849732980001136,ce3a590a01623b1cde63ec0c3813836845d69129457c82a801cc51239371747b,96af6c79aec325fa83eb2cef0324d30602e303ee4ddb22df8a906973ab0b6f3c
b2,peterson/constrained/safety2.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),5,3f5bd67ef68b5ef5b325bb31ab60b8ac75627512bbf57c013f975c6e6fc98a67,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2376367,154179,9052404,506216,15.41303938928129,17.882492848902444,14.498931463999725,2.6823752520003836,03e2801edc8abd46395afca1af3de2d8418a7ef0288afb934bc579df34e477aa,bb63002fee5fcbd29536393d5cf32de4703da29cc06089ac32019c22852ac1e3
b2,peterson/base/safety4.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),7,76decb7b72704df66647a0ae76f100af83031927339299e129b9fa6fad9c4936,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2506793,228524,9506711,760585,10.969495545325655,12.49920916136921,14.300985975999538,3.1328256730002977,331bae68a51f4a6141392a952bab472158bba3f09d13189e55f3c4bb3b5e4e70,722403d61cd55cb7169cee9b386f92e49f0a907dec0ef635f5df0c1977296273
b2,peterson/constrained/safety3.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),5,6a75feff237f05f0ca5439f9326de8aa1d0571145ffe0ce5d7ffe5379959d7d2,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2376367,158208,9052449,523785,15.020523614482201,17.282757238179787,15.002725389999796,2.782357134000449,c9c0ee182a9a4fa18cc4c35a4aa35cbe657ab45b8e883a20655155fba4cddd8e,a364f3f00d9ca86f0a268315f0c8f2d00189d8f63123f76b31603f72966615a1
b2,peterson/base/safety2.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),9,b21ce94b36972a5f84267a7d9097d947b602d808c00f3edd770cae2760b68477,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2647292,266262,9996645,885147,9.942432641533527,11.29376815376429,13.898598138000125,3.3838994160005313,1c2d4ae5e92461c92745c0f5737875aea5bf3105aa0cf5da25f86587864fcc49,c5b22f76619454d63724fef1a32d82d8fa75a87fa5dd569e03ad9f839bd24d9b
b2,peterson/extra_traces/safety1.trace,peterson,required,18,2,0,8,5,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x2);RequiredProposition(x8),5,44374167637fffc7780883ea2ffadc6aa5a9d52993858c67804c85bd46dde8b0,15,12,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3147599,192242,12009960,623162,16.373107853642804,19.27261290001637,19.805563518999406,3.332841946999906,a08d4a9145ba6f7ec9344f696d5af9bb33d5fd65b62246f4798344d3fb077874,5c8e4d3136bb975e78e1be3f065a782ee6945754d82042fcb894335709d2ec80
b2,peterson/constrained/liveness3.trace,peterson,required,18,2,0,8,10,MIN_EXPANDED_SIZE,OfficialPeterson;NoSharedLiteralBranches;RequiredProposition(x6);RequiredProposition(x2),11,75f8132730e01d323fc521584e06a256d30e4aa81f5e601ca5443b3acabaf149,15,8,4,SAT,SAT,4,5,2.25,0.8,TRANSLATED_ONLY,TRANSLATED_ONLY,True,2799228,368107,10525055,1240964,7.604386767977789,8.481354011881086,19.05874983100057,7.845954229000199,6cd74e5366e940e137db77c32aceadc5f2baab2a696b5fa92d2dbde28679a235,53b769a5df1fb3498341411bfc2a577da70b9ff017a58ba97b0ae8201c9140e8
b2,weakening/weaken_antecedent/weaken_antecedent_10_25_25.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,5,ee34379ba72ceb1e1371b30d42f4abfc6d8ad7d350bdba4591240b363a3c9e41,3,25,25,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,332089,323165,1141077,806867,1.0276143765568673,1.4142070502325663,3.2832900789999258,5.887344770000709,58d68e5373e818175c897777c95a2fb1597d305c61cea6e2c77d4938f4d3a442,9730aec8934377fe8adfd46477211f2040be4f2e0a146bd6891c3d229d86b708
b2,weakening/weaken_antecedent/weaken_antecedent_10_80_80.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,7,d56277d5d9f58443700f575e34a405a2d742f8795534a5f02eca45b37e187ea5,3,80,80,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1255083,1170198,4277257,2870914,1.0725390062194602,1.4898589787085228,8.339869637999982,12.347494728999663,339bbb14b913083959362db91d53670db3572f10cb0d9a6bc4f6ac8658a3d7c8,5ccd67a200f3e638691f586ede20607e6eed623b1b22757926c88f5cb729da62
b2,weakening/weaken_antecedent/weaken_antecedent_10_85_85.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,5,785299481b8d629428e191daddf5b4a8d0ceb09d65f0fabcecf4d8d8a833d44f,3,85,85,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1120958,838136,3862077,1969762,1.3374416562467188,1.9606820519433312,5.8877544630004195,9.742962082000304,7f35bc600291d59bf2ec2f7b7f0aff18ccd2c09942a97c1f798377c1323249ee,e5d56c7770469f0d4a82e14f11e0f2c131506abf3807e75376f48a0fee710b64
b2,weakening/weaken_antecedent/weaken_antecedent_75_10_10.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,9,b06dd39bf194c16c54163d3f69bc559bc8a5f357c1cdd5a09b68198359807848,3,10,10,TIMEOUT,SAT,6,6,1.25,1.0,TRANSLATION_TIMEOUT,TRANSLATED_ONLY,False,,1206016,,3251877,,,180.80795140200007,14.950762464000036,8837a5699aa6d6e26085e20580a94dde45e56254df62750db0fd5d9dc84f8fb2,e0956c792cdbccb1ba08f8018427aed2b3365d66bd57a09327c83bab9a587fb7
b2,weakening/weaken_antecedent/weaken_antecedent_10_40_40.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,5,da7403f27aa1f158185699577aa2ae3c4d8afc04a47d8b75c6cb34f76848b83a,3,40,40,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,529305,446513,1821327,1085209,1.1854190135561562,1.6783191071950196,3.4841252389996953,8.091816061999452,7604cf9269cc3d3599d28c697d9857acb1527188154f6bf25c2a1857ec64b02d,4eb2eae4114e2897d5f97e4d160cddb2322c538e4b6ec2dc992661a69b858914
b2,weakening/weaken_antecedent/weaken_antecedent_55_10_10.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,9,698cb69169559bb00acd7151f73e2cf5e9889d328389deb34a8f0d3b114dcb4f,3,10,10,TIMEOUT,SAT,6,6,1.25,1.0,TRANSLATION_TIMEOUT,TRANSLATED_ONLY,False,,889585,,2408631,,,180.76985341399995,11.996378496000034,3abd72f8b2bb5a25672665351a6f0706ef6c6806e3edc5e7f9e35ec19cd0d355,80a1d9efa43a0d0d35c052421fa4b7ea5ac4f502f59b1aedfd2520997fb0efd1
b2,weakening/weaken_antecedent/weaken_antecedent_10_90_90.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,5,86a2b8a6d338775562ea51da4530d7d0b0b3c3758cc76176b626b30c568c33ba,3,90,90,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1186694,866332,4088827,2033373,1.3697912578549563,2.010859296351432,9.093304847000582,11.500514559000294,a7b475bd679d631ac6e7611acda49b8a4536d360424021d6cd3f271496c46cb3,4d734618b799375675a83d1f30b6920233ef7a1c68e533ae8a64112e726b03fa
b2,weakening/weaken_antecedent/weaken_antecedent_50_10_10.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,9,bdaad8f3733fc4b86751a8e7088e2cc93759052530ea4c33c1600a38a8ea8926,3,10,10,TIMEOUT,SAT,6,6,1.25,1.0,TRANSLATION_TIMEOUT,TRANSLATED_ONLY,False,,823576,,2232422,,,180.77793913700043,12.746064695999848,51d7c062a762da89d1c91ffa006acb994044a4441ea8ca6096d330708ab55698,1fb06315c866ab7fdf43cde37b415dc137157947eef5cfb05705021552e9f5b9
b2,weakening/weaken_antecedent/weaken_antecedent_10_55_55.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,5,a2e61bb3c3c23c964aa5ad90640457a10f48e02bba0d14da706c9be6d3055589,3,55,55,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,726523,573840,2501577,1372736,1.2660724243691621,1.8223292752575877,4.584833348999382,9.140772363999531,ee21970b8117f7d5a6cdcb253fa3b1f00e394bf638dd92ca32ae8581d260cf0a,366abdb2008d5a18460a54a7882c145e981c871a222bd5502100181f1d7a6972
b2,weakening/weaken_antecedent/weaken_antecedent_10_60_60.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,7,d5a68f897fbabe48af83bd0d5d9238e3b40984e471b5de303dac8061f0ffca2b,3,60,60,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,943246,927018,3212657,2294814,1.0175055932031525,1.3999640057974196,5.746010087999821,11.24587641800008,82c0346733ce64dd492445dddbbbcd78b9c4b5c6e4938bf1c696fa6058ef924f,a4126ddceb1c1b3595f10df0380ff5829179723b7e33969d1dfcf3d4dc763620
b2,weakening/weaken_antecedent/weaken_antecedent_10_70_70.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,5,1cb611222a93edfea7ba8779c12bc0944cf9f903952ddcce5c8337a029260877,3,70,70,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,923744,715390,3181827,1692396,1.2912453347125343,1.8800723944041466,5.286172267999973,8.84084743099993,147f3484a0256e6123846a44a93bbcb977ed8cc3603833b2ff41ddf1f3a20f73,0e2e97e1d518c8b3d088067c1b6656b3573edd9a6e6d8794c169813fa8ce2d03
b2,weakening/weaken_antecedent/weaken_antecedent_85_10_10.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,9,36dcd944113412c8b40b0394575b117523e15fefa84a5b3b13ef98d273995fdd,3,10,10,TIMEOUT,SAT,6,6,1.25,1.0,TRANSLATION_TIMEOUT,TRANSLATED_ONLY,False,,1345000,,3622861,,,180.84426188399993,16.510176389000662,b9541a5754fe1d8f9d4651a6c0c6c4a8eb2c5ad0f279a139cf02bc6c4639a2af,99bc5ff422d0084d6f1eadedbbad47e3910a7123837e2acbe468f4d99e4ec7ee
b2,weakening/weaken_antecedent/weaken_antecedent_25_10_10.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,5,dea8c60fd8d77602478a81c28f2bbc92c5c8ffade2e71b15fbf77c4a420dc29e,3,10,10,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1787469,300235,6793927,784672,5.953566373007811,8.658301812731944,10.292116347000047,6.888411545000054,88e9cc5442b67f34ad88d8c3dab449ece619971cd70d860fc6c0c6f75e4db2ff,f80490cf28bc7832bfcdad377bebd54e61193d09c35703fb84ea9177711e60c0
b2,weakening/weaken_antecedent/weaken_antecedent_20_10_10.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,9,8580a32f9224ec43808eaaefa9c05153e70adb7bed141bc7092a7e186f5f989c,3,10,10,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1087492,441468,4015583,1211329,2.46335408228909,3.315022590889841,6.890401093000037,10.694195313999444,b91afbdf36b43f0397bb97d27b2e5bc8b1db482b25579d197ab3a2fd53de483b,1abec62c87d7a4f30666d8bc693c479b6ed0592dd5b9a813e488e9b6f6748953
b2,weakening/weaken_antecedent/weaken_antecedent_10_95_95.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,5,59b952a79b8654e67cca91f7d517d1a44d5b1865ae3f918a1d8c1d7b84b5d6cd,3,95,95,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1252437,922984,4315577,2161215,1.3569433489637956,1.9968290984469383,8.340658412999801,9.893532340999627,1f462076008b3fd54a2975ea2716ca52466fe7d3ac63f691d8bbbd33f11558ad,a283ad1512f3b7a701f6b29adad123fa84624084570574bc42562390fc8bf452
b2,weakening/weaken_antecedent/weaken_antecedent_95_10_10.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,9,f69a804f67257ab9f6de373cf77f923202aa836f8bc219703211a8ef7567682d,3,10,10,TIMEOUT,SAT,6,6,1.25,1.0,TRANSLATION_TIMEOUT,TRANSLATED_ONLY,False,,1417801,,3818447,,,180.79695672700018,16.956304808999448,8542c6f3df0ecebff48e9653c45a1147810d49d5ff1c3f27472fd00d829f27cd,74cbc8da12acecadfd7bc5f89f9eac447755c09fb5ff328c4eaa0f239cf8c16d
b2,weakening/weaken_antecedent/weaken_antecedent_90_10_10.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,5,40fcfa5e7ff9b5b83efe744c483ebad50c3395f5c39c10c5b3eb9d016a9b9a04,3,10,10,TIMEOUT,SAT,6,6,1.25,1.0,TRANSLATION_TIMEOUT,TRANSLATED_ONLY,False,,813735,,2072972,,,180.79517139400014,12.697240860999955,d84ab6475bd6fdb4472f68405ce2ef645d13b1799a702735af67046d5f8ae338,e4ff4ba407551eb6011807d2660de8b00ea061bb6f444a0f89a4a5ddaa834043
b2,weakening/weaken_antecedent/weaken_antecedent_35_10_10.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,7,a8a622304401fb505c5a4a63b350a2aa6b25b9a511831aa4e6fc2c8da34e4ccd,3,10,10,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,5699550,554209,22002857,1485648,10.284116641916677,14.810276054623975,32.636175419999745,9.291596492999815,bb2f4b6724b69abdbd5f3171e86bfae8ca3eb1397d7ea9f3e3442a785d420d7d,3aaeeea9ce7fbf6925fe3fc5fa824dc0952abb0120a6021bfc7323be55eb5157
b2,weakening/weaken_antecedent/weaken_antecedent_15_10_10.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,5,b1e9611061952a32382f227b3c69ff666095bf79b19f7f14fa21c07adfa64fab,3,10,10,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,365569,221215,1322527,586452,1.6525506859842234,2.2551325598684975,2.582025061999957,6.137293555999349,37b791554bae5f126c7a56a037b9d14e8d62ab64e5663e97310d6e854614253a,1881a1c55246ee8bbdd59eece50fd5d33316b3e2f3c655a838b3bbed3d01676c
b2,weakening/weaken_antecedent/weaken_antecedent_10_20_20.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,9,c0c3779981abb70483cb3427fd703a2fdabd36ef9955a8fc1bc68dcfbf6d71b7,3,20,20,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,380250,450107,1280483,1197001,0.8447991255412602,1.0697426317939585,2.832116161999693,8.089428709999993,9e25587690f7465ed4ac31349d6d811fa129daf662bd7924932b35d63a67f872,e3be135b3d721c2f493a39c373c21ecd89d799a1693ffbc88180a2e96180a682
b2,weakening/weaken_antecedent/weaken_antecedent_10_65_65.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,5,57e83124523f8160a59ba2b9ca02c40028dad10d6d99663276024ca58d4ef99b,3,65,65,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,858003,672886,2955077,1596567,1.275109008063773,1.8508944504051505,5.986690511999768,9.796151698999893,3ce2f1a3b43ef8499d48a159dce148bcee0030fc41b7cac197f09cec83e0fbf3,084d3b9ec88df37e56517b6d971da6620f695999c2ebc6b9e9dcbd866010a5b2
b2,weakening/weaken_antecedent/weaken_antecedent_10_15_15.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,9,ee3baf4b8a51686c03e077f3ab3e7a26cef02c3661579201bb0f6e1ba615e40d,3,15,15,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,288470,368641,968533,999927,0.7825228338681807,0.9686037080706892,2.431591737999952,10.446138219000204,04f419ca3747a2a0f8bf5c6a2607155899ab09e5b7b4fff410dbf9d75ae2b19e,0f0c2614a6f4d2df264c9fd5829c80e282f9a5cce6051996aad2d2873ba228a3
b2,weakening/weaken_antecedent/weaken_antecedent_80_10_10.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,5,2f04621e218c3ffaba3f032de908f41755c3333f4efe61ce94c95a8591922fdf,3,10,10,TIMEOUT,SAT,6,6,1.25,1.0,TRANSLATION_TIMEOUT,TRANSLATED_ONLY,False,,734735,,1874772,,,180.80968059000043,10.145617340000172,12fafa103c83725f20780596a41361831a29a3d42683ff2c82e68000a4c52144,43a5aa8664a3fd158db89ca179068112a5300ef2a689a8cb61fda6e285c5d37d
b2,weakening/weaken_antecedent/weaken_antecedent_65_10_10.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,9,7486a64d3ca392c9fd953d4b3451811da34ee411cf528f8e4fe2f9e685977352,3,10,10,TIMEOUT,SAT,6,6,1.25,1.0,TRANSLATION_TIMEOUT,TRANSLATED_ONLY,False,,1067024,,2880885,,,180.7767235929996,14.149346774999685,e308a87b51c90c7a0e276490fb1e3950dc2dd403bb3f3ba29d39b2f78971ff14,63af13ba0d23edaac15279a30c0744cd18ceb04711b91a0760ee008323a6cbdc
b2,weakening/weaken_antecedent/weaken_antecedent_10_50_50.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,5,c432653b44c0a92c7d83fab8c1cbd28b66f0755a7e0883a7572a2a88fed5b337,3,50,50,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,660781,517153,2274827,1244724,1.2777282545010857,1.8275754303765332,5.035967118000372,8.08950878700034,56d7f1fbe2159599ac7c81271da8dba07cd4e5656c78eff02541388fbea9e71c,a2b99649857fa73d5ba2b76941a02c2c237294a620c3d14da3de876caa79b62d
b2,weakening/weaken_antecedent/weaken_antecedent_30_10_10.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,7,ad27f162bc6732725ddbc3ae2b54815743d00de636ebb6f139b30b2130007a9b,3,10,10,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,3105350,495295,11871857,1331334,6.269697856832797,8.91726418764938,13.4997713570001,8.69083519600008,49fcd85cef017bb11a6baa4ff45dc2b182b620356f2eb20fd410519f7f6ed1cc,6091721ffff86183b51572849066032ae0fce9c2a80ba7cfbc36a27da4c8ef8e
b2,weakening/weaken_antecedent/weaken_antecedent_10_5_5.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,5,ab9aab936ac54d3de4d2d844ae6e20105dfae44bc22f740105077681303e11a0,3,5,5,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,69129,134490,234077,380727,0.5140084764666518,0.6148158654363888,1.3800499879998824,5.135560740000074,284ea35a7ae9a3ed2b50a577de5e349e63f468f28cfa2769d04fb2f386cecbca,0d229e73d522e4abd60ce890bdc04c6eeae44c1e0c7f3745cf3813da51317573
b2,weakening/weaken_antecedent/weaken_antecedent_70_10_10.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,9,2ea2fc28033837d3537254dbec71c8357b18e14c5422673dede949b0b419f427,3,10,10,TIMEOUT,SAT,6,6,1.25,1.0,TRANSLATION_TIMEOUT,TRANSLATED_ONLY,False,,1136516,,3066377,,,180.8079302870001,15.44959922399994,78d7b4b6910acb6f8b347a842553faf2307b6efb813cd023eb2a58c0e6f01a55,eb2253cc229cf6b4cf253c77f66271650166f67c0900af95ee698d3187483bcf
b2,weakening/weaken_antecedent/weaken_antecedent_5_10_10.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,5,81780aaba142b8d2ed797230affe87977dde7c5d37b44116e728a9a65c58055b,3,10,10,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,30767,137200,90427,377761,0.22424927113702625,0.23937621935562434,1.3300865880000856,5.786648758999945,f4f0f578d1baea7ba9fb10158a8aa809c8d34341afc3093220e500232f48f6f1,86fc8dd63615a4277a4123143991d59ca90776b43c965ca58e44444fe4954489
b2,weakening/weaken_antecedent/weaken_antecedent_10_100_100.trace,weakening,weakening_b2,10,2,0,8,15,MIN_EXPANDED_SIZE,OfficialWeakeningAntecedent,9,47f99673f32c3451ee99bf19eff34e1a11996ede4e1a21dcae7155dbfd322499,3,100,100,SAT,SAT,6,6,1.25,1.0,TRANSLATED_ONLY,TRANSLATED_ONLY,True,1848724,1704941,6271683,4233019,1.0843331235509028,1.4816099337139759,10.242551895999895,17.254797948000487,2a9f9893469629959f5babf2a72f0d69923044757fb244d9cc7a18f7c8b0b443,cc6ba24750073db7d84626081c29bcea6063b12cd19c623f69fd600cf3c8f22d
